source,sentence,cause_start,cause_end,effect_start,effect_end
MedCaus," '' In 2018 , after Trump announced the United States was withdrawing from the Joint Comprehensive Plan of Action , Harris released a statement saying the decision jeopardizes our national security and isolates us from our closest allies '' '' while calling the Joint Comprehensive Plan of Action '' '' the best existing tool we have to prevent Iran from developing nuclear weapons and avoid a disastrous military conflict in the Middle East . '' '' ''",20.0,113.0,116.0,240.0
MedCaus, Infliximab prevents disease in transgenic mice .,1.0,11.0,21.0,28.0
MedCaus, Erythropoietin is released in response to hypoxia -LRB- low levels of oxygen at tissue level -RRB- in the renal circulation .,43.0,99.0,1.0,27.0
MedCaus, Overheating tends to break down arrowroot 's thickening property .,1.0,12.0,22.0,65.0
MedCaus," Conversely , the indirect load instruction 's -LRB- LD -RRB- 16-bit address space is expanded to also include non - volatile memory such as Flash and configuration bits ; therefore , the Load Program Memory -LRB- LPM -RRB- instruction is unnecessary and omitted .",14.0,169.0,184.0,262.0
MedCaus, The athlete usually sinks -LRB- drops -RRB- too low which takes too long to make the transition from the eccentric to the concentric contraction .,1.0,73.0,77.0,145.0
MedCaus," '' -LRB- In a more radical variation at the end of the last cut described , the butt of the orbitoclast was forced upwards so the tool cut vertically down the side of the cortex of the interhemispherical fissure ; the '' '' Deep frontal cut '' '' . -RRB- ''",1.0,115.0,124.0,244.0
MedCaus," However , the cells that creep beneath the stromal cells are flattened and , thus , not refractile . ''",9.0,61.0,78.0,88.0
MedCaus," If animals showed signs of distress then this was to protect the body from damage , but the innate state needed for them to suffer was absent . ''",1.0,27.0,37.0,75.0
MedCaus," The field lines are the paths that a point positive charge would seek to make as it was forced to move within the field ; they are however an imaginary concept with no physical existence , and the field permeates all the intervening space between the lines . ''",79.0,114.0,1.0,73.0
MedCaus," Gondwana is the crucial territory in a major scientific question about the evolution of Palaeognathae , and thus about the evolution of all of the Neornithes .",1.0,102.0,114.0,158.0
MedCaus, Femen activists have been regularly detained by police in response to their protests .,71.0,85.0,1.0,55.0
MedCaus," Thetis , however , reassures him and places ambrosia and nectar in Patroclus ' nose in order to protect his body against decay . ''",34.0,79.0,94.0,121.0
MedCaus," Diseased heart valves may have a narrow opening and therefore restrict the flow of blood in the forward direction -LRB- referred to as a stenotic valve -RRB- , or may allow blood to leak in the reverse direction -LRB- referred to as valvular regurgitation -RRB- . ''",1.0,40.0,159.0,202.0
MedCaus, A lethality curve can be developed for process safety reasons to protect people and equipment .,66.0,94.0,1.0,62.0
MedCaus," As disc - shaped erythrocytes pass through capillaries , which can be 2 - 3 micrometres wide , they are forced to assume an elliptical shape in order to fit through .",154.0,165.0,96.0,141.0
MedCaus, States often enact such financial regulation in response to a crisis .,61.0,69.0,1.0,45.0
MedCaus," They are more reluctant to be involved in social activities and romantic relationships and more likely to develop poor self - esteem and self - image related to their physical limitations as well as cognitive disabilities , though such habitual thinking is shown to decline when they feel they are accepted and supported by their peers . ''",275.0,330.0,223.0,266.0
MedCaus," For example , some resistance - modifying agents may inhibit multidrug resistance mechanisms , such as drug efflux from the cell , thus increasing the susceptibility of bacteria to an antibacterial . ''",50.0,82.0,132.0,184.0
MedCaus," A dark area has limited light sources , making things hard to see .",1.0,38.0,48.0,66.0
MedCaus," In practice the formal mechanical and structural factors related to snowpack instability are not directly observable outside of laboratories , thus the more easily observed properties of the snow layers -LRB- e.g. ''",1.0,141.0,144.0,209.0
MedCaus," Among these , the Aeras Global TB Vaccine Foundation received a gift of more than $ 280 million -LRB- US -RRB- from the Bill and Melinda Gates Foundation to develop and license an improved vaccine against tuberculosis for use in high burden countries . ''",155.0,241.0,106.0,143.0
MedCaus," In the tetrameric form of normal adult hemoglobin , the binding of oxygen is , thus , a cooperative process . ''",51.0,74.0,85.0,100.0
MedCaus," For many years , this and successes such as Alice 's Adventures in Wonderland -LRB- 1865 -RRB- , created the circular effect that all fantasy works , even the later The Lord of the Rings , were therefore classified as children 's literature .",1.0,125.0,205.0,241.0
MedCaus, Increased secularisation in Ireland has prompted a drop in regular Catholic church attendance in Dublin from over 90 percent in the mid-1970s down to 14 percent according to a 2011 survey .,1.0,36.0,50.0,104.0
MedCaus, Temporary and permanent value are therefore often combined in the same inscription .,1.0,34.0,45.0,83.0
MedCaus, The success and general acceptance of Jenner 's procedure would later drive the general nature of vaccination developed by Pasteur and others towards the end of the 19th century .,1.0,58.0,77.0,178.0
MedCaus," This is again melted without water , and the impurities are skimmed off , the material being then run into slightly conical cylindrical moulds , and thus made into blocks for the market .",75.0,143.0,155.0,186.0
MedCaus," Of those who have had a stroke , 2 ` Äì4 % develop epilepsy . ''",1.0,24.0,32.0,41.0
MedCaus," These neurologists cite the existence of significant volunteering bias among men but not women in erotica research , in particular that the overrepresentation of erectile dysfunction yet underrepresentation of sexuality - related shame in volunteers is consistent with the hypothesis that genital response to both sexual relevance and appeal allows for a stronger erectile function than response only to appeal and that a majority of the male population are ashamed of their responses to unappealing stimuli , accounting for the discrepancy between the report from most heterosexual couples that male erection is faster than female lubrication and the appearance on pletysmography volunteers that female lubrication is at least as fast as male erection . ''",285.0,335.0,336.0,411.0
MedCaus, Microorganisms can expend cellular energy to maintain homeostasis or cytoplasmic conditions may change in response to external changes in pH.,119.0,142.0,1.0,103.0
MedCaus," However , this common amoxicillin rash and a dangerous allergic reaction can not easily be distinguished by inexperienced persons , so a healthcare professional is often required to distinguish between the two .",11.0,130.0,136.0,210.0
MedCaus," The patient is assisted by an anesthesiologist or resident to make a specific surgical position , then sterile drapes are used to cover the surgical site or at least a wide area surrounding the operating field ; the drapes are clipped to a pair of poles near the head of the bed to form an '' '' ether screen '' '' , which separates the anesthetist / anesthesiologist 's working area -LRB- unsterile -RRB- from the surgical site -LRB- sterile -RRB- .",1.0,50.0,60.0,87.0
MedCaus," In those countries , the papal representative 's precedence within the corps is exactly on a par with that of the other members of ambassadorial rank , so that he becomes dean only on becoming the senior member of the corps .",1.0,150.0,161.0,224.0
MedCaus," This lowers the maternal hemoglobin affinity for oxygen , and therefore allows more oxygen to be offloaded to the fetus in the maternal uterine arteries . ''",1.0,49.0,63.0,144.0
MedCaus," The magnetic flux pushes the hotter photosphere aside , exposing the cooler plasma below , thus creating the relatively dark sun spots .",1.0,89.0,97.0,135.0
MedCaus," In certain cases , a monovalent vaccine may be preferable for rapidly developing a strong immune response . ''",18.0,32.0,59.0,97.0
MedCaus," To inhibit corrosion , at least 11 % chromium is added to steel so that a hard oxide forms on the metal surface ; this is known as stainless steel .",1.0,64.0,73.0,112.0
MedCaus," Over a long period of lithium treatment , cyclic AMP and adenylate cyclase levels are further changed by gene transcription factors . ''",103.0,124.0,41.0,94.0
MedCaus," Ischemic strokes are the most frequent presentation of CADASIL , with approximately 85 % of symptomatic individuals developing transient ischemic attacks or stroke -LRB- s -RRB- . ''",53.0,55.0,1.0,30.0
MedCaus," In Greek inscriptions a vertical line or a dot , or dots , sometimes indicates the separation between sentences or words , but words are seldom separated by spaces as in modern printing , so that the text is continuous and no division of words exists . ''",1.0,177.0,192.0,244.0
